Ano,Km,Cilindros,Combustivel_Gasolina,Combustivel_Gás,Combustivel_Hibrido,Classificacao_Veiculo_Usado,Faixa_Preco
2015,155797.0,4,0.0,0.0,0.0,1.0,1.0
2010,211075.0,4,1.0,0.0,0.0,1.0,0.0
2000,167658.24705581157,4,0.0,1.0,0.0,1.0,0.0
2013,224077.0,4,0.0,0.0,0.0,1.0,1.0
2011,170043.0,6,1.0,0.0,0.0,1.0,0.0
2008,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2010,226198.0,6,0.0,0.0,1.0,1.0,0.0
2015,1000.0,4,0.0,0.0,1.0,1.0,0.0
2012,100000.0,4,1.0,0.0,0.0,1.0,0.0
2011,130000.0,4,0.0,0.0,1.0,1.0,0.0
2014,50000.0,4,0.0,0.0,0.0,1.0,2.0
2014,71101.0,4,0.0,0.0,0.0,1.0,1.0
2013,94010.0,6,1.0,0.0,0.0,1.0,0.0
2013,0.0,4,0.0,0.0,1.0,1.0,0.0
2017,184189.0,4,0.0,0.0,0.0,1.0,1.0
2005,167658.24705581157,8,0.0,1.0,0.0,1.0,0.0
2011,161518.0,4,1.0,0.0,0.0,1.0,0.0
2003,167658.24705581157,4,0.0,0.0,0.0,1.0,0.0
2012,203200.0,4,1.0,0.0,0.0,1.0,1.0
2006,250000.0,4,1.0,0.0,0.0,1.0,0.0
2011,125062.0,4,1.0,0.0,0.0,1.0,1.0
2015,93000.0,4,1.0,0.0,0.0,1.0,1.0
2017,54000.0,4,1.0,0.0,0.0,1.0,1.0
2011,192338.0,6,1.0,0.0,0.0,1.0,0.0
2006,27500.0,4,0.0,0.0,1.0,1.0,0.0
2010,118000.0,4,0.0,0.0,1.0,1.0,0.0
2019,8115.0,4,1.0,0.0,0.0,0.0,2.0
2005,118000.0,4,1.0,0.0,0.0,1.0,0.0
2016,155976.0,8,1.0,0.0,0.0,1.0,1.0
2001,131000.0,4,1.0,0.0,0.0,1.0,0.0
2000,10000.0,4,1.0,0.0,0.0,1.0,0.0
2012,98000.0,4,0.0,0.0,1.0,1.0,0.0
2015,88475.0,4,1.0,0.0,0.0,1.0,0.0
2013,125000.0,4,1.0,0.0,0.0,1.0,1.0
2000,0.0,8,1.0,0.0,0.0,1.0,0.0
2000,0.0,4,1.0,0.0,0.0,1.0,0.0
1997,111111.0,4,1.0,0.0,0.0,1.0,0.0
2014,138491.0,4,0.0,0.0,1.0,1.0,0.0
2010,192000.0,4,0.0,0.0,1.0,1.0,0.0
2012,152000.0,4,0.0,0.0,1.0,1.0,0.0
2016,31000.0,4,1.0,0.0,0.0,1.0,1.0
2015,49000.0,4,1.0,0.0,0.0,1.0,1.0
2019,13147.0,6,1.0,0.0,0.0,0.0,0.0
2014,167658.24705581157,4,1.0,0.0,0.0,1.0,1.0
2017,289714.0,4,1.0,0.0,0.0,1.0,0.0
2006,131000.0,4,1.0,0.0,0.0,1.0,0.0
2011,193754.0,4,1.0,0.0,0.0,1.0,0.0
2017,76000.0,4,1.0,0.0,0.0,1.0,1.0
2016,94000.0,4,0.0,0.0,0.0,1.0,1.0
2014,88886.0,4,1.0,0.0,0.0,1.0,0.0
2012,0.0,8,1.0,0.0,0.0,1.0,0.0
2012,112210.0,4,1.0,0.0,0.0,1.0,0.0
2012,142014.0,4,0.0,0.0,0.0,1.0,0.0
2012,78200.0,4,1.0,0.0,0.0,1.0,0.0
2009,169000.0,4,0.0,0.0,0.0,1.0,0.0
2011,111000.0,6,0.0,0.0,0.0,1.0,1.0
2011,143494.0,6,1.0,0.0,0.0,1.0,0.0
2018,35058.0,4,0.0,0.0,1.0,0.0,0.0
2014,105600.0,4,1.0,0.0,0.0,1.0,1.0
2010,167658.24705581157,4,1.0,0.0,0.0,1.0,1.0
1990,333333.0,4,0.0,0.0,0.0,1.0,0.0
2018,54786.0,4,1.0,0.0,0.0,0.0,0.0
2006,11000.0,4,1.0,0.0,0.0,1.0,0.0
2013,186000.0,4,0.0,0.0,1.0,1.0,0.0
2003,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2019,5219.0,4,1.0,0.0,0.0,0.0,0.0
2016,115193.0,4,0.0,0.0,0.0,1.0,1.0
2017,39000.0,4,1.0,0.0,0.0,1.0,1.0
2007,220000.0,4,0.0,0.0,0.0,1.0,1.0
1997,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2014,37546.0,4,0.0,0.0,0.0,1.0,1.0
2016,146492.0,4,0.0,0.0,0.0,1.0,1.0
2015,241227.0,4,0.0,0.0,1.0,1.0,0.0
2006,180000.0,8,0.0,1.0,0.0,1.0,1.0
2006,180000.0,4,1.0,0.0,0.0,1.0,0.0
2008,0.0,4,1.0,0.0,0.0,1.0,0.0
2013,140944.0,4,1.0,0.0,0.0,1.0,0.0
2014,0.0,6,1.0,0.0,0.0,1.0,0.0
2011,0.0,4,0.0,0.0,1.0,1.0,0.0
2014,119884.0,4,0.0,0.0,0.0,1.0,1.0
2014,167658.24705581157,4,1.0,0.0,0.0,1.0,1.0
2014,123472.0,4,0.0,0.0,1.0,1.0,0.0
2011,129123.0,4,0.0,0.0,1.0,1.0,0.0
2011,127000.0,6,1.0,0.0,0.0,1.0,0.0
2004,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2013,167658.24705581157,4,0.0,0.0,1.0,1.0,0.0
2014,76800.0,4,1.0,0.0,0.0,1.0,0.0
2002,2000.0,6,1.0,0.0,0.0,1.0,0.0
2017,88000.0,4,0.0,0.0,0.0,1.0,2.0
2005,0.0,6,1.0,0.0,0.0,1.0,0.0
2007,170000.0,4,0.0,0.0,1.0,1.0,0.0
2011,0.0,4,1.0,0.0,0.0,1.0,0.0
2015,62000.0,4,1.0,0.0,0.0,1.0,0.0
2001,175000.0,4,1.0,0.0,0.0,1.0,0.0
2010,382746.0,6,0.0,0.0,1.0,1.0,0.0
2008,291200.0,4,1.0,0.0,0.0,1.0,0.0
2016,133200.0,4,0.0,0.0,0.0,1.0,1.0
2011,132630.0,6,0.0,0.0,0.0,1.0,0.0
2013,160000.0,4,0.0,0.0,1.0,1.0,1.0
2016,71218.0,4,0.0,0.0,1.0,1.0,0.0
2013,140800.0,6,1.0,0.0,0.0,1.0,0.0
2018,35058.0,4,0.0,0.0,1.0,0.0,0.0
2008,246122.0,4,0.0,0.0,0.0,1.0,0.0
2009,159747.0,4,1.0,0.0,0.0,1.0,0.0
2012,108900.0,4,1.0,0.0,0.0,1.0,1.0
2012,182400.0,4,1.0,0.0,0.0,1.0,0.0
2015,61551.0,4,0.0,0.0,0.0,1.0,1.0
2014,167658.24705581157,6,1.0,0.0,0.0,1.0,1.0
2002,126000.0,4,1.0,0.0,0.0,1.0,0.0
2005,170000.0,6,1.0,0.0,0.0,1.0,0.0
2014,130478.0,4,0.0,0.0,1.0,1.0,0.0
2015,0.0,8,1.0,0.0,0.0,1.0,2.0
2016,194067.0,4,0.0,0.0,0.0,1.0,1.0
2014,271225.0,3,0.0,0.0,1.0,1.0,0.0
2014,149486.0,6,0.0,0.0,0.0,1.0,0.0
2016,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2016,37405.0,4,0.0,0.0,0.0,1.0,0.0
2011,132000.0,4,1.0,0.0,0.0,1.0,0.0
2014,121382.0,8,1.0,0.0,0.0,1.0,1.0
2000,0.0,4,0.0,0.0,0.0,1.0,0.0
2008,141877.0,4,1.0,0.0,0.0,1.0,0.0
2013,225510.0,4,0.0,0.0,1.0,1.0,0.0
2003,209000.0,4,1.0,0.0,0.0,1.0,0.0
2008,230000.0,12,1.0,0.0,0.0,1.0,1.0
2001,167658.24705581157,6,0.0,1.0,0.0,1.0,0.0
2008,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2015,154936.0,6,0.0,0.0,1.0,1.0,0.0
2015,121956.0,4,1.0,0.0,0.0,1.0,2.0
2012,111111.0,4,0.0,0.0,1.0,1.0,0.0
2017,96093.0,4,1.0,0.0,0.0,1.0,0.0
1998,111111.0,6,0.0,1.0,0.0,1.0,0.0
2017,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2012,157211.0,6,0.0,0.0,1.0,1.0,0.0
2013,139259.0,6,1.0,0.0,0.0,1.0,1.0
2016,167658.24705581157,4,0.0,0.0,0.0,1.0,2.0
2012,226814.0,4,0.0,0.0,1.0,1.0,0.0
2014,150000.0,5,0.0,0.0,0.0,1.0,0.0
2013,105523.0,4,1.0,0.0,0.0,1.0,0.0
2007,0.0,4,0.0,0.0,0.0,1.0,0.0
2015,60800.0,4,1.0,0.0,0.0,1.0,1.0
2016,73148.0,4,1.0,0.0,0.0,1.0,1.0
2014,184835.0,4,1.0,0.0,0.0,1.0,0.0
2018,11469.0,4,1.0,0.0,0.0,0.0,0.0
2010,243477.0,6,1.0,0.0,0.0,1.0,0.0
2012,162987.0,5,0.0,0.0,0.0,1.0,0.0
2009,66630.0,4,0.0,0.0,0.0,1.0,0.0
1994,0.0,4,1.0,0.0,0.0,1.0,0.0
1997,290000.0,4,1.0,0.0,0.0,1.0,0.0
2014,87000.0,4,1.0,0.0,0.0,1.0,0.0
2013,203200.0,4,1.0,0.0,0.0,1.0,1.0
2011,139363.0,8,1.0,0.0,0.0,1.0,0.0
2010,90000.0,4,1.0,0.0,0.0,1.0,0.0
2014,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2016,99200.0,4,1.0,0.0,0.0,1.0,1.0
2011,126765.0,4,1.0,0.0,0.0,1.0,0.0
2013,298248.0,4,0.0,0.0,1.0,1.0,0.0
2010,160000.0,5,1.0,0.0,0.0,1.0,0.0
2014,138491.0,4,0.0,0.0,1.0,1.0,0.0
2015,134835.0,4,0.0,0.0,1.0,1.0,0.0
2009,266061.0,6,0.0,0.0,0.0,1.0,0.0
2008,200000.0,4,0.0,0.0,1.0,1.0,0.0
2017,33000.0,6,1.0,0.0,0.0,1.0,2.0
2000,158000.0,4,1.0,0.0,0.0,1.0,0.0
2008,167658.24705581157,6,1.0,0.0,0.0,1.0,1.0
2015,98032.0,4,0.0,0.0,1.0,1.0,0.0
2012,0.0,4,0.0,0.0,1.0,1.0,0.0
2012,175000.0,4,1.0,0.0,0.0,1.0,0.0
2012,167000.0,4,0.0,0.0,1.0,1.0,0.0
2015,188078.0,8,1.0,0.0,0.0,1.0,0.0
2005,137453.0,4,1.0,0.0,0.0,1.0,0.0
2010,187144.0,6,1.0,0.0,0.0,1.0,0.0
2011,72080.0,4,0.0,0.0,0.0,1.0,1.0
2008,132542.0,4,0.0,0.0,0.0,1.0,0.0
2014,201974.0,4,1.0,0.0,0.0,1.0,0.0
2012,5000.0,1,1.0,0.0,0.0,1.0,0.0
2010,103000.0,6,1.0,0.0,0.0,1.0,2.0
2004,156000.0,4,1.0,0.0,0.0,1.0,0.0
2012,296395.0,6,0.0,0.0,0.0,1.0,0.0
2003,270000.0,4,1.0,0.0,0.0,1.0,0.0
2012,288000.0,4,0.0,0.0,1.0,1.0,0.0
2010,231003.0,4,0.0,0.0,1.0,1.0,0.0
2011,207694.0,6,0.0,0.0,0.0,1.0,0.0
2012,156518.0,4,0.0,0.0,1.0,1.0,0.0
2016,176927.0,4,0.0,0.0,0.0,1.0,1.0
2013,107800.0,6,0.0,0.0,0.0,1.0,0.0
2013,138038.0,6,0.0,0.0,1.0,1.0,0.0
2006,3200.0,4,0.0,0.0,1.0,1.0,0.0
2014,190000.0,4,0.0,0.0,0.0,1.0,1.0
2005,145000.0,4,1.0,0.0,0.0,1.0,0.0
2013,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2014,120000.0,6,0.0,0.0,1.0,1.0,0.0
2019,13362.0,4,0.0,0.0,1.0,0.0,0.0
2006,1111.0,4,1.0,0.0,0.0,1.0,0.0
2008,135000.0,4,1.0,0.0,0.0,1.0,0.0
2012,220800.0,4,0.0,0.0,1.0,1.0,0.0
2019,9101.0,4,1.0,0.0,0.0,0.0,2.0
2017,148510.0,4,0.0,0.0,0.0,1.0,1.0
1992,167658.24705581157,4,0.0,1.0,0.0,1.0,0.0
2017,167658.24705581157,4,0.0,0.0,1.0,1.0,0.0
1995,173000.0,8,1.0,0.0,0.0,1.0,1.0
2001,167658.24705581157,6,1.0,0.0,0.0,1.0,0.0
2016,73856.0,4,0.0,0.0,1.0,1.0,0.0
2016,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2006,11111.0,4,1.0,0.0,0.0,1.0,0.0
2015,81163.0,4,1.0,0.0,0.0,1.0,1.0
2012,125000.0,4,0.0,0.0,0.0,1.0,1.0
2013,261160.0,4,0.0,0.0,1.0,1.0,1.0
2015,135378.0,4,1.0,0.0,0.0,1.0,0.0
2010,181385.0,4,0.0,0.0,0.0,1.0,0.0
2010,345405.0,6,0.0,0.0,1.0,1.0,0.0
2015,75486.0,4,1.0,0.0,0.0,1.0,0.0
2013,119000.0,6,1.0,0.0,0.0,1.0,1.0
2019,9626.0,4,0.0,0.0,1.0,0.0,0.0
2017,174827.0,6,1.0,0.0,0.0,1.0,0.0
2017,33216.0,4,0.0,0.0,0.0,1.0,1.0
2016,71672.0,4,1.0,0.0,0.0,1.0,1.0
2014,126970.0,4,0.0,0.0,0.0,1.0,1.0
1943,69000.0,4,1.0,0.0,0.0,1.0,3.0
2011,203000.0,4,1.0,0.0,0.0,1.0,0.0
2016,170000.0,4,1.0,0.0,0.0,1.0,0.0
2015,115974.0,4,1.0,0.0,0.0,1.0,0.0
2013,88000.0,4,1.0,0.0,0.0,1.0,1.0
2011,259066.0,6,1.0,0.0,0.0,1.0,0.0
2013,128000.0,4,0.0,0.0,1.0,1.0,0.0
2015,97382.0,4,0.0,0.0,0.0,1.0,0.0
2012,314373.0,4,0.0,0.0,1.0,1.0,0.0
2001,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2013,179200.0,4,0.0,0.0,0.0,1.0,0.0
2011,198400.0,4,1.0,0.0,0.0,1.0,1.0
2009,76559.0,4,0.0,0.0,0.0,1.0,0.0
2002,55556665.0,6,1.0,0.0,0.0,1.0,0.0
2014,128000.0,4,1.0,0.0,0.0,1.0,1.0
2010,311949.0,6,0.0,0.0,1.0,1.0,0.0
2011,128000.0,4,0.0,0.0,1.0,1.0,0.0
2015,74939.0,4,1.0,0.0,0.0,1.0,0.0
2019,19901.0,8,1.0,0.0,0.0,0.0,1.0
2014,339710.0,4,0.0,0.0,1.0,1.0,0.0
2018,127515.0,4,0.0,0.0,1.0,0.0,0.0
1996,170000.0,4,1.0,0.0,0.0,1.0,0.0
2007,98000.0,4,1.0,0.0,0.0,1.0,0.0
2013,137538.0,4,1.0,0.0,0.0,1.0,0.0
2011,213195.0,6,0.0,0.0,0.0,1.0,0.0
2001,188000.0,6,1.0,0.0,0.0,1.0,0.0
2011,216858.0,4,0.0,0.0,1.0,1.0,0.0
2009,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2013,135914.0,4,1.0,0.0,0.0,1.0,0.0
2012,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2010,167658.24705581157,6,1.0,0.0,0.0,1.0,1.0
2009,140000.0,4,1.0,0.0,0.0,1.0,0.0
2010,170000.0,4,0.0,0.0,1.0,1.0,0.0
1995,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
1997,0.0,4,0.0,1.0,0.0,1.0,0.0
2013,52351.0,4,0.0,0.0,0.0,1.0,1.0
2002,167658.24705581157,4,0.0,0.0,0.0,1.0,0.0
2013,350000.0,4,0.0,0.0,0.0,1.0,1.0
2017,94000.0,4,1.0,0.0,0.0,1.0,0.0
2008,81928.0,4,0.0,0.0,0.0,1.0,0.0
2015,142800.0,4,1.0,0.0,0.0,1.0,0.0
2008,212000.0,4,0.0,0.0,1.0,1.0,0.0
2009,123000.0,8,1.0,0.0,0.0,1.0,0.0
2013,168000.0,4,0.0,0.0,1.0,1.0,1.0
2012,156779.0,4,1.0,0.0,0.0,1.0,0.0
2012,130000.0,4,1.0,0.0,0.0,1.0,0.0
1995,0.0,6,1.0,0.0,0.0,1.0,0.0
2017,167658.24705581157,4,0.0,0.0,0.0,1.0,1.0
2001,240000.0,6,1.0,0.0,0.0,1.0,0.0
2005,172000.0,6,1.0,0.0,0.0,1.0,0.0
2002,126000.0,6,1.0,0.0,0.0,1.0,0.0
2012,203440.0,4,0.0,0.0,0.0,1.0,0.0
2019,9626.0,4,0.0,0.0,1.0,0.0,0.0
2013,65000.0,4,0.0,0.0,1.0,1.0,1.0
2018,17000.0,6,1.0,0.0,0.0,0.0,2.0
2015,72645.0,4,0.0,0.0,0.0,1.0,1.0
2014,179381.0,4,0.0,0.0,1.0,1.0,0.0
2013,47000.0,4,0.0,0.0,1.0,1.0,0.0
2016,40000.0,4,0.0,0.0,0.0,1.0,3.0
2019,9626.0,4,0.0,0.0,1.0,0.0,0.0
2012,208000.0,4,0.0,0.0,1.0,1.0,0.0
2010,0.0,4,1.0,0.0,0.0,1.0,0.0
2008,200000.0,4,0.0,0.0,1.0,1.0,0.0
2002,95000.0,4,1.0,0.0,0.0,1.0,0.0
2012,216000.0,4,1.0,0.0,0.0,1.0,0.0
2007,180000.0,6,0.0,0.0,0.0,1.0,1.0
2009,184000.0,6,1.0,0.0,0.0,1.0,0.0
2007,54279.0,4,0.0,0.0,0.0,1.0,0.0
2011,284678.0,4,0.0,0.0,1.0,1.0,0.0
2016,70259.0,4,0.0,0.0,0.0,1.0,1.0
2012,157211.0,6,0.0,0.0,1.0,1.0,0.0
2011,368064.0,6,1.0,0.0,0.0,1.0,1.0
2011,820000.0,4,1.0,0.0,0.0,1.0,0.0
1999,200000.0,4,0.0,1.0,0.0,1.0,0.0
2010,167658.24705581157,6,0.0,0.0,0.0,1.0,0.0
2008,284500.0,6,0.0,0.0,0.0,1.0,1.0
2015,107899.0,4,1.0,0.0,0.0,1.0,1.0
2016,97826.0,4,1.0,0.0,0.0,1.0,0.0
1996,310000.0,4,0.0,1.0,0.0,1.0,0.0
2003,223014.0,6,1.0,0.0,0.0,1.0,0.0
2014,97106.0,6,1.0,0.0,0.0,1.0,0.0
2010,274771.0,8,1.0,0.0,0.0,1.0,0.0
2018,66086.0,6,1.0,0.0,0.0,0.0,0.0
2017,68000.0,4,1.0,0.0,0.0,1.0,1.0
2016,64691.0,4,0.0,0.0,0.0,1.0,2.0
2016,181997.0,4,1.0,0.0,0.0,1.0,0.0
2014,20900.0,4,0.0,0.0,0.0,1.0,1.0
2013,107800.0,6,0.0,0.0,0.0,1.0,0.0
2008,147000.0,4,0.0,0.0,1.0,1.0,0.0
2016,77205.0,6,0.0,0.0,0.0,1.0,0.0
2003,180000.0,4,1.0,0.0,0.0,1.0,0.0
2010,146000.0,6,1.0,0.0,0.0,1.0,1.0
2014,138491.0,4,0.0,0.0,1.0,1.0,0.0
2011,181189.0,6,1.0,0.0,0.0,1.0,0.0
2011,232078.0,4,0.0,0.0,0.0,1.0,1.0
2011,185000.0,6,1.0,0.0,0.0,1.0,1.0
2019,17507.0,4,1.0,0.0,0.0,0.0,0.0
2011,158000.0,4,1.0,0.0,0.0,1.0,0.0
2015,52000.0,6,1.0,0.0,0.0,1.0,1.0
2012,136000.0,4,1.0,0.0,0.0,1.0,0.0
2011,129793.0,4,0.0,0.0,0.0,1.0,1.0
2014,150000.0,4,1.0,0.0,0.0,1.0,0.0
2001,149000.0,6,0.0,1.0,0.0,1.0,0.0
2012,132165.0,6,1.0,0.0,0.0,1.0,0.0
2013,0.0,4,0.0,0.0,1.0,1.0,0.0
2010,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
1989,300000.0,4,1.0,0.0,0.0,1.0,0.0
2015,88000.0,4,1.0,0.0,0.0,1.0,1.0
2017,140097.0,4,0.0,0.0,0.0,1.0,2.0
2010,150000.0,6,1.0,0.0,0.0,1.0,1.0
2016,182821.0,4,0.0,0.0,0.0,1.0,1.0
2011,118432.0,4,1.0,0.0,0.0,1.0,1.0
2017,95541.0,6,1.0,0.0,0.0,1.0,1.0
2011,181002.0,4,1.0,0.0,0.0,1.0,0.0
2010,205968.0,6,0.0,0.0,0.0,1.0,0.0
2011,122302.0,4,0.0,0.0,1.0,1.0,0.0
2012,167658.24705581157,6,1.0,0.0,0.0,1.0,0.0
2010,210758.0,4,0.0,0.0,1.0,1.0,0.0
2004,248000.0,6,0.0,0.0,0.0,1.0,1.0
2013,265558.0,4,1.0,0.0,0.0,1.0,0.0
2011,230939.0,4,0.0,0.0,1.0,1.0,0.0
2013,55858.0,6,1.0,0.0,0.0,1.0,0.0
2013,149792.0,4,0.0,0.0,0.0,1.0,1.0
2012,0.0,8,1.0,0.0,0.0,1.0,0.0
2014,30425.0,4,1.0,0.0,0.0,1.0,0.0
2011,24000.0,4,1.0,0.0,0.0,1.0,1.0
1999,167658.24705581157,8,1.0,0.0,0.0,1.0,0.0
2011,113368.0,4,0.0,0.0,0.0,1.0,1.0
2018,20000.0,4,1.0,0.0,0.0,0.0,2.0
2005,185000.0,6,1.0,0.0,0.0,1.0,0.0
2010,197000.0,4,0.0,0.0,1.0,1.0,0.0
2012,123000.0,4,1.0,0.0,0.0,1.0,0.0
2012,192683.0,4,0.0,0.0,1.0,1.0,0.0
2013,116482.0,4,1.0,0.0,0.0,1.0,1.0
2010,52997.0,4,0.0,0.0,0.0,1.0,0.0
2019,35541.0,4,1.0,0.0,0.0,0.0,0.0
1998,132085.0,4,1.0,0.0,0.0,1.0,0.0
2015,100747.0,4,0.0,0.0,1.0,1.0,0.0
2011,58499.0,4,0.0,0.0,0.0,1.0,0.0
2001,245000.0,5,0.0,0.0,0.0,1.0,0.0
2013,397915.0,4,1.0,0.0,0.0,1.0,1.0
2011,150000.0,4,0.0,0.0,1.0,1.0,0.0
2018,13500.0,8,1.0,0.0,0.0,0.0,3.0
2014,134800.0,4,0.0,0.0,1.0,1.0,0.0
1994,368268.0,4,1.0,0.0,0.0,1.0,0.0
2015,76800.0,4,1.0,0.0,0.0,1.0,1.0
2010,205968.0,6,0.0,0.0,0.0,1.0,0.0
2011,167000.0,4,1.0,0.0,0.0,1.0,0.0
1999,280000.0,6,0.0,1.0,0.0,1.0,0.0
2004,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
1995,350000.0,6,1.0,0.0,0.0,1.0,0.0
2008,122874.0,6,0.0,0.0,0.0,1.0,0.0
2014,101928.0,8,1.0,0.0,0.0,1.0,0.0
2014,167658.24705581157,4,0.0,0.0,0.0,1.0,0.0
2001,999999.0,6,1.0,0.0,0.0,1.0,0.0
2010,167658.24705581157,8,1.0,0.0,0.0,1.0,0.0
2009,73816.0,4,1.0,0.0,0.0,1.0,0.0
2001,111000.0,4,1.0,0.0,0.0,1.0,0.0
2010,98768.0,4,0.0,0.0,1.0,1.0,0.0
2013,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2008,92000.0,4,0.0,0.0,1.0,1.0,0.0
2013,167658.24705581157,4,0.0,0.0,1.0,1.0,0.0
2014,128739.0,4,0.0,0.0,1.0,1.0,0.0
2017,45770.0,4,0.0,0.0,1.0,1.0,0.0
2012,156518.0,4,0.0,0.0,1.0,1.0,0.0
2012,139200.0,8,1.0,0.0,0.0,1.0,2.0
2007,167658.24705581157,10,1.0,0.0,0.0,1.0,2.0
2012,214098.0,4,0.0,0.0,1.0,1.0,0.0
2008,112000.0,3,1.0,0.0,0.0,1.0,0.0
2005,125000.0,4,1.0,0.0,0.0,1.0,0.0
1997,30000.0,6,0.0,1.0,0.0,1.0,0.0
2013,100000.0,4,1.0,0.0,0.0,1.0,0.0
2013,180000.0,4,1.0,0.0,0.0,1.0,0.0
2012,222303.0,4,0.0,0.0,0.0,1.0,0.0
2008,136935.0,4,1.0,0.0,0.0,1.0,0.0
2011,75054.0,4,0.0,0.0,0.0,1.0,0.0
2016,117368.0,6,1.0,0.0,0.0,1.0,2.0
2012,259934.0,4,0.0,0.0,1.0,1.0,0.0
1994,1111.0,4,1.0,0.0,0.0,1.0,0.0
2011,157300.0,4,0.0,0.0,0.0,1.0,0.0
2012,75300.0,4,1.0,0.0,0.0,1.0,1.0
2013,197854.0,4,0.0,0.0,1.0,1.0,0.0
2010,156000.0,4,0.0,0.0,0.0,1.0,0.0
2013,85862.0,6,1.0,0.0,0.0,1.0,1.0
2011,333512.0,4,1.0,0.0,0.0,1.0,0.0
2016,50400.0,4,1.0,0.0,0.0,1.0,1.0
2013,320554.0,4,0.0,0.0,1.0,1.0,0.0
2000,125000.0,4,1.0,0.0,0.0,1.0,0.0
2015,140000.0,4,1.0,0.0,0.0,1.0,1.0
2014,167658.24705581157,4,1.0,0.0,0.0,1.0,1.0
1999,0.0,8,0.0,1.0,0.0,1.0,0.0
2016,102500.0,4,1.0,0.0,0.0,1.0,1.0
2015,72000.0,4,1.0,0.0,0.0,1.0,0.0
2016,67200.0,4,1.0,0.0,0.0,1.0,0.0
2014,174002.0,6,1.0,0.0,0.0,1.0,0.0
2009,171138.0,4,1.0,0.0,0.0,1.0,0.0
2016,29500.0,4,1.0,0.0,0.0,1.0,2.0
2014,95000.0,4,1.0,0.0,0.0,1.0,0.0
2010,102000.0,6,1.0,0.0,0.0,1.0,1.0
2011,162095.0,4,1.0,0.0,0.0,1.0,0.0
2010,167222.0,6,0.0,0.0,1.0,1.0,0.0
2013,111232.0,4,1.0,0.0,0.0,1.0,1.0
2018,32435.0,4,1.0,0.0,0.0,0.0,0.0
2012,121362.0,4,1.0,0.0,0.0,1.0,0.0
2015,60741.0,4,1.0,0.0,0.0,1.0,2.0
2018,167658.24705581157,4,1.0,0.0,0.0,0.0,1.0
2013,132020.0,4,0.0,0.0,0.0,1.0,1.0
2011,112000.0,4,1.0,0.0,0.0,1.0,0.0
2013,130000.0,4,1.0,0.0,0.0,1.0,0.0
2008,289216.0,6,0.0,0.0,0.0,1.0,0.0
2012,102088.0,4,1.0,0.0,0.0,1.0,1.0
2013,193504.0,4,1.0,0.0,0.0,1.0,0.0
2013,118000.0,4,0.0,0.0,1.0,1.0,1.0
2002,350000.0,6,0.0,0.0,0.0,1.0,0.0
2013,59897.0,4,1.0,0.0,0.0,1.0,1.0
2004,177087.0,4,0.0,0.0,0.0,1.0,0.0
2010,180000.0,4,1.0,0.0,0.0,1.0,1.0
1995,213700.0,6,0.0,0.0,0.0,1.0,2.0
2013,40989.0,4,0.0,0.0,0.0,1.0,1.0
2014,167658.24705581157,4,0.0,0.0,1.0,1.0,0.0
2012,229334.0,8,1.0,0.0,0.0,1.0,2.0
2014,0.0,4,1.0,0.0,0.0,1.0,0.0
2013,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
2016,196475.0,4,0.0,0.0,0.0,1.0,1.0
2017,65659.0,4,1.0,0.0,0.0,1.0,1.0
2014,110685.0,4,1.0,0.0,0.0,1.0,0.0
2014,27000.0,4,0.0,0.0,0.0,1.0,1.0
2017,17013.0,4,1.0,0.0,0.0,1.0,2.0
2005,230000.0,8,1.0,0.0,0.0,1.0,1.0
2000,167658.24705581157,4,1.0,0.0,0.0,1.0,0.0
1999,0.0,4,0.0,1.0,0.0,1.0,0.0
2014,39138.0,4,0.0,0.0,0.0,1.0,1.0
2016,65000.0,4,1.0,0.0,0.0,1.0,1.0
2005,120000.0,4,1.0,0.0,0.0,1.0,0.0
2017,68415.0,4,1.0,0.0,0.0,1.0,1.0
2005,184000.0,6,1.0,0.0,0.0,1.0,1.0
2014,53800.0,4,1.0,0.0,0.0,1.0,0.0
2008,12700.0,4,1.0,0.0,0.0,1.0,0.0
2004,141454.0,8,1.0,0.0,0.0,1.0,0.0
2008,113600.0,5,1.0,0.0,0.0,1.0,0.0
2012,70000.0,6,1.0,0.0,0.0,1.0,0.0
2008,48939.0,4,0.0,0.0,0.0,1.0,0.0
1998,0.0,4,1.0,0.0,0.0,1.0,0.0
